feature,importance
PC18,0.126672601613068
PC12,0.11138237838744476
PC10,0.10987256995639592
PC17,0.10586875793396558
PC1,0.07937770985912039
PC2,0.06269817542132357
PC5,0.045446686957970446
PC16,0.04495443047683394
PC13,0.044136371112914026
PC3,0.035595461661733004
PC6,0.03526068058272653
PC8,0.035247901733767587
PC7,0.03365908938450146
PC11,0.030695141114721724
PC15,0.029922116537985932
PC9,0.02626540280169736
PC14,0.02452688326851833
PC4,0.018417641195311446
